10/20/2014 00:00:10,Boot,0
10/20/2014 00:00:55,Boot,0
10/20/2014 00:01:22,Boot,0
10/20/2014 00:02:53,Boot,0
10/20/2014 00:03:22,Boot,0
10/20/2014 00:06:13,Boot,0
10/20/2014 00:08:24,Boot,0
10/20/2014 00:08:50,Boot,0
10/20/2014 00:29:05,Boot,0
10/20/2014 00:29:20,Boot,0
10/20/2014 00:29:22,InputKey,A
10/20/2014 00:29:23,InputKey,A
10/20/2014 00:29:23,InputKey,A
10/20/2014 00:29:23,InputKey,A
10/20/2014 00:29:24,InputKey,A
10/20/2014 00:29:24,InputKey,S
10/20/2014 00:29:24,InputKey,D
10/20/2014 00:29:24,InputKey,F
10/20/2014 00:29:25,InputKey,A
10/20/2014 00:29:25,InputKey,S
10/20/2014 00:29:25,InputKey,D
10/20/2014 00:29:25,InputKey,F
10/20/2014 00:29:25,InputKey,A
10/20/2014 00:29:25,InputKey,S
10/20/2014 00:29:25,InputKey,D
10/20/2014 00:29:26,InputKey,F
10/20/2014 00:29:27,InputKey,A
10/20/2014 00:29:27,InputKey,S
10/20/2014 00:29:27,InputKey,F
10/20/2014 00:29:27,InputKey,F
10/20/2014 00:29:28,InputKey,D
10/20/2014 00:29:28,InputKey,S
10/20/2014 00:29:28,InputKey,S
10/20/2014 00:29:29,InputKey,D
10/20/2014 00:29:29,InputKey,F
10/20/2014 00:29:29,InputKey,F
10/20/2014 00:29:30,InputKey,F
10/20/2014 00:29:30,InputKey,D
10/20/2014 00:29:30,InputKey,S
10/20/2014 00:29:30,InputKey,A
10/20/2014 00:29:30,InputKey,S
10/20/2014 00:29:30,InputKey,D
10/20/2014 00:29:31,InputKey,F
10/20/2014 00:29:31,InputKey,F
10/20/2014 00:29:31,InputKey,F
10/20/2014 00:29:32,InputKey,D
10/20/2014 00:29:32,InputKey,S
10/20/2014 00:29:32,InputKey,A
10/20/2014 00:29:33,InputKey,S
10/20/2014 00:29:33,InputKey,D
10/20/2014 00:29:33,InputKey,F
10/20/2014 00:29:34,InputKey,F
10/20/2014 00:29:34,InputKey,D
10/20/2014 00:29:34,InputKey,S
10/20/2014 00:29:34,InputKey,A
10/20/2014 00:31:02,Boot,0
10/20/2014 00:31:08,InputKey,Alpha1
10/20/2014 00:31:09,InputKey,Alpha2
10/20/2014 00:31:10,InputKey,Alpha3
10/20/2014 00:31:11,InputKey,Alpha3
10/20/2014 00:31:11,InputKey,Alpha4
10/20/2014 00:31:12,InputKey,Alpha3
10/20/2014 00:31:13,InputKey,Alpha2
10/20/2014 00:31:13,InputKey,Alpha2
10/20/2014 00:31:13,InputKey,Alpha2
10/20/2014 00:31:14,InputKey,Alpha3
10/20/2014 00:31:14,InputKey,Alpha2
10/20/2014 00:31:15,InputKey,Alpha1
10/20/2014 00:31:15,InputKey,Alpha1
10/20/2014 00:31:15,InputKey,Alpha1
10/20/2014 00:31:16,InputKey,Alpha1
10/20/2014 00:31:16,InputKey,Alpha1
10/20/2014 00:31:16,InputKey,Alpha2
10/20/2014 00:31:16,InputKey,Alpha3
10/20/2014 00:31:17,InputKey,Alpha4
10/20/2014 00:31:17,InputKey,Alpha4
10/20/2014 00:31:17,InputKey,Alpha3
10/20/2014 00:31:17,InputKey,Alpha2
10/20/2014 00:31:17,InputKey,Alpha1
10/20/2014 00:31:18,InputKey,Alpha1
10/20/2014 00:31:18,InputKey,Alpha1
10/20/2014 00:31:18,InputKey,Alpha2
10/20/2014 00:31:18,InputKey,Alpha3
10/20/2014 00:31:18,InputKey,Alpha4
10/20/2014 00:31:19,InputKey,Alpha1
10/20/2014 00:31:19,InputKey,Alpha2
10/20/2014 00:31:19,InputKey,Alpha3
10/20/2014 00:31:19,InputKey,Alpha4
10/20/2014 00:31:19,InputKey,Alpha1
10/20/2014 00:31:20,InputKey,Alpha2
10/20/2014 00:31:20,InputKey,Alpha3
10/20/2014 00:31:20,InputKey,Alpha4
10/20/2014 00:31:20,InputKey,Alpha4
10/20/2014 00:31:21,InputKey,Alpha3
10/20/2014 00:31:21,InputKey,Alpha3
10/20/2014 00:31:22,InputKey,Alpha2
10/20/2014 00:31:22,InputKey,Alpha2
10/20/2014 00:31:23,InputKey,Alpha2
10/20/2014 00:31:23,InputKey,Alpha2
10/20/2014 00:31:23,InputKey,Alpha2
10/20/2014 00:31:23,InputKey,Alpha2
10/20/2014 00:31:24,InputKey,Alpha2
10/20/2014 00:31:24,InputKey,Alpha2
10/20/2014 00:31:25,InputKey,Alpha2
10/20/2014 00:31:25,InputKey,Alpha2
10/20/2014 00:31:25,InputKey,Alpha2
10/20/2014 00:31:26,InputKey,Alpha2
10/20/2014 00:31:47,Boot,0
10/20/2014 00:31:51,InputKey,A
10/20/2014 00:31:52,InputKey,A
10/20/2014 00:31:52,InputKey,S
10/20/2014 00:31:53,InputKey,S
10/20/2014 00:31:53,InputKey,S
10/20/2014 00:31:53,InputKey,D
10/20/2014 00:31:54,InputKey,Alpha1
10/20/2014 00:31:54,InputKey,Alpha2
10/20/2014 00:31:54,InputKey,Alpha3
10/20/2014 00:31:54,InputKey,Alpha4
10/20/2014 00:31:55,InputKey,Alpha4
10/20/2014 00:31:55,InputKey,Alpha3
10/20/2014 00:31:55,InputKey,Alpha2
10/20/2014 00:31:55,InputKey,Alpha1
10/20/2014 00:31:56,InputKey,Alpha1
10/20/2014 00:31:56,InputKey,Alpha1
10/20/2014 00:31:57,InputKey,Alpha2
10/20/2014 00:31:57,InputKey,Alpha3
10/20/2014 00:31:57,InputKey,Alpha4
10/20/2014 00:31:57,InputKey,Alpha4
10/20/2014 00:31:58,InputKey,Alpha4
10/20/2014 00:31:58,InputKey,Alpha3
10/20/2014 00:31:58,InputKey,Alpha4
10/20/2014 00:31:58,InputKey,Alpha3
10/20/2014 00:35:01,Boot,0
10/20/2014 00:35:06,InputKey,A
10/20/2014 00:35:07,InputKey,A
10/20/2014 00:35:07,InputKey,A
10/20/2014 00:35:08,InputKey,A
10/20/2014 00:35:09,InputKey,A
10/20/2014 00:35:10,InputKey,A
10/20/2014 00:35:10,InputKey,A
10/20/2014 00:35:10,InputKey,A
10/20/2014 00:35:11,InputKey,A
10/20/2014 00:35:11,InputKey,A
10/20/2014 00:35:12,InputKey,A
10/20/2014 00:35:18,InputKey,A
10/20/2014 00:35:19,InputKey,A
10/20/2014 00:35:19,InputKey,A
10/20/2014 00:35:20,InputKey,A
10/20/2014 00:35:20,InputKey,A
10/20/2014 00:51:11,Boot,0
10/20/2014 00:51:24,InputKey,Alpha1
10/20/2014 00:51:24,InputKey,Alpha2
10/20/2014 00:51:24,InputKey,Alpha3
10/20/2014 00:51:25,InputKey,Alpha3
10/20/2014 00:51:26,InputKey,Alpha2
10/20/2014 00:52:05,Boot,0
10/20/2014 00:52:10,InputKey,A
10/20/2014 00:52:13,InputKey,Alpha1
10/20/2014 00:52:13,InputKey,Alpha2
